x,y
0, -0.009113607990012595
-0.012903225806451424, -0.03798074986911537
-0.03010752688172036, -0.07734417999006626
-0.05161290322580658, -0.1088518384277718
-0.08602150537634423, -0.13252251889439282
-0.1333333333333333, -0.14835622138992932
-0.1978494623655913, -0.14063200569181
-0.2494623655913979, -0.12239270803968172
-0.28387096774193543, -0.09625065442390568
-0.32258064516129026, -0.07273972051065214
-0.3569892473118279, -0.0439759440484343
-0.39569892473118273, -0.0125998415958547
-0.421505376344086, 0.018804451424966007
-0.4473118279569893, 0.05545219013867053
-0.4774193548387097, 0.08946880914985289
-0.4989247311827957, 0.12088249902675408
-0.5247311827956989, 0.16015196058690062
-0.5333333333333333, 0.19421556387848515
-0.5548387096774193, 0.238737867987596
-0.567741935483871, 0.2806572429624259
-0.5720430107526882, 0.3225954116494166
-0.5720430107526882, 0.36454297719248774
-0.567741935483871, 0.40125649389875545
-0.5333333333333333, 0.43541406575114433
-0.48172043010752685, 0.4381485508705515
-0.43440860215053756, 0.4251433020552265
-0.41720430107526885, 0.4094505524008966
-0.39139784946236555, 0.3859114279194017
-0.36989247311827955, 0.3597411837353844
-0.35268817204301073, 0.33093981984884474
-0.3397849462365592, 0.3047507819526666
-0.3354838709677419, 0.27329950465144365
-0.3354838709677419, 0.2444605533405822
-0.3354838709677419, 0.21037815633683687
-0.3397849462365592, 0.18677325386277888
-0.3397849462365592, 0.15531257970547563
-0.32688172043010744, 0.1238800961164136
-0.3182795698924731, 0.10030338421059692
-0.3182795698924731, 0.06359926436040964
-0.32688172043010744, 0.04260668787671318
-0.34408602150537626, 0.021595317680855874
-0.32688172043010744, 0.008524290872967799
-0.27956989247311825, 0.021736270522062506
-0.2494623655913979, 0.034910662746835186
-0.21505376344086025, 0.045472728981246546
-0.18494623655913967, 0.058647121206019226
-0.15053763440860213, 0.0744526331333144
